,titles,subtitles,links
36,LIGT'S OUT,Chelsea transfer blow with Bayern in De Ligt talks as Barca close on Lewandowski,https://www.thesun.co.uk/sport/football/19220647/chelsea-transfer-bayern-de-ligt-lewandowski-barcelona/
37,TOUR DE FARCE,Man Utd target Frenkie de Jong named in Barcelona squad for tour of US,https://www.thesun.co.uk/sport/football/19220663/man-utd-transfer-de-jong-barcelona/
38,IN GOOD SHAPE,Which formation will reign supreme in Dream Team this coming season?,https://www.thesun.co.uk/dream-team/fantasy-football/19160358/formation-fantasy-premier-league-defenders-midfielders-forwards/
39,BACK TO SCHOOL,Three lessons Dream Team bosses should have learned last season...,https://www.thesun.co.uk/dream-team/fantasy-football/19198792/lessons-fantasy-premier-league-season-tips-managers/
40,HOLY MOLY,Gabriel Jesus set to be one of Dream Team's most popular players this season,https://www.thesun.co.uk/dream-team/fantasy-football/19185923/gabriel-jesus-arsenal-fantasy-premier-league-striker-transfer/
41,GUNNERS LATEST,"Zinchenko deal AGREED with Man City, Gunners EYE Leroy Sane",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-zinchenko-man-city-sane-leno/
42,CHELSEA LATEST,"Hutchinson QUITS Arsenal for Blues, Kalidou Koulibaly CONFIRMED",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-kalidou-koulibaly-kimpembe-hutchinson-arsenal/
43,UNITED LATEST,"Martinez announcement IMMINENT, Bayern REJECT Ronaldo",https://www.thesun.co.uk/sport/football/19072018/man-utd-transfer-news-live-martinez-frenkie-de-jong-ronaldo-bayern-sangare/
44,ENGLAND 5 N IRELAND 0,Russo's rapid double fires red-hot Lionesses into Euros quarters,https://www.thesun.co.uk/sport/football/19218039/euro-2022-england-5-northern-ireland-0-match-report/
45,WINNER WINNER,"Win a VW Transporter or £47,500 cash from just 89p with Sun discount code",https://www.thesun.co.uk/sport/betting-tips/18918779/win-vw-transporter-7days-performance/
46,SCOTT SPEAKS OUT,I've put on an act for my whole life & turned to drink after being trolled,https://www.thesun.co.uk/sport/19196118/alex-scott-mental-health-battle-alcohol/
47,KEL OF A DISPLAY,England icon backs Lionesses to reach Euros semis after Norway rout,https://www.thesun.co.uk/sport/19211907/kelly-smith-england-womens-euros/
48,DESPERATE APPEAL,Switzerland boss begs for toilet roll after Euro squad is hit by virus,https://www.thesun.co.uk/sport/19174038/toilet-roll-switzerland-women-euro-2022-virus/
49,GIMME MAUR,Wanda Nara in talks with Monza chiefs as Serie A new-boys eye Mauro Icardi coup,https://www.thesun.co.uk/sport/football/19216147/psg-mauro-icardi-transfer-talks-monza-wanda-nara/
50,INSTA-GLAM,"PL's most popular Wags revealed including Georgina, Perrie Edwards and Vardy",https://www.thesun.co.uk/sport/football/19169362/premier-league-most-popular-wags-instagram/
51,'QUEEN OF PHOTOSHOP',Fans spot Wanda 'photoshopping' picture - so can you see it?,https://www.thesun.co.uk/sport/football/19198133/wanda-nara-photoshop-instagram-bikini-picture/
52,DAVE KIDD,Tottenham finally ready to shed 'Spursy' tag as Conte brings in quality early,https://www.thesun.co.uk/sport/19165277/tottenham-shed-spursy-tag-antonio-conte-transfer/
53,NEIL CUSTIS,Ronaldo transfer saga threatens to derail Man Utd boss Erik ten Hag's plans,https://www.thesun.co.uk/sport/football/19165957/ronaldo-transfer-saga-derail-man-utd-plans-sports-column/
54,MARK IRWIN,Man Utd boss Ten Hag and Lampard will be nervous now Pochettino is a free agent,https://www.thesun.co.uk/sport/19128687/pochettino-man-utd-ten-hag-chelsea-managers-beware/
55,TRANSFER KIT-TY,Man Utd fans saying same thing as new white away kit launched in Melbourne,https://www.thesun.co.uk/sport/football/19220317/man-utd-away-kit-transfer/
56,MAKING A MIL OF IT,AC Milan's away kit could be BANNED under crazy new Serie A rule,https://www.thesun.co.uk/sport/football/19212123/ac-milan-new-kit-banned-serie-a/
57,RAID HELL,"Terror on kids’ faces during knife raid will never leave me, says Ashley Cole",https://www.thesun.co.uk/sport/19208126/ashley-cole-knife-raider-robbery-terror/
58,NEW DAWN,Messi and Ronaldo no longer highest rated star in FIFA for first time since 2007,https://www.thesun.co.uk/sport/football/19209409/lionel-messi-cristiano-ronaldo-fifa-mbappe/
59,THE CLIPS DON'T LIE,Pique caught on film 'listening to Shakira in car' a month after split,https://www.thesun.co.uk/sport/19214553/gerard-pique-shakira-breakup-barcelona-inevitable/
